DateTime,hostname,CPU,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,proc/s,cswch/s,pswpin/s,pswpout/s,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,tps,rtps,wtps,bread/s,bwrtn/s,frmpg/s,bufpg/s,campg/s,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,kbhugfree,kbhugused,%hugused,dentunusd,file-nr,inode-nr,pty-nr,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,TTY,rcvin/s,xmtin/s,framerr/s,prtyerr/s,brk/s,ovrun/s,rd_sec/s,wr_sec/s,avgrq-sz,avgqu-sz,await,svctm,%util,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,rxerr/s,txerr/s,coll/s,rxdrop/s,txdrop/s,txcarr/s,rxfram/s,rxfifo/s,txfifo/s,call/s,retrans/s,read/s,write/s,access/s,getatt/s,scall/s,badcall/s,packet/s,udp/s,tcp/s,hit/s,miss/s,sread/s,swrite/s,saccess/s,sgetatt/s,kbavail,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,totsck,tcpsck,udpsck,rawsck,ip-frag,tcp-tw,total/s,dropd/s,squeezd/s,rx_rps/s,flw_lim/s,%ifutil,txmtin/s,rkB/s,wkB/s,areq-sz,aqu-sz
2024-01-01 00:00:00,compute-10,all,10.16,0.05,0.85,1.60,0.13,0.02,0.38,1.15,0.00,85.65,42.75,2327.17,0.00,0.00,58.02,113.39,810.74,0.36,881.42,0.00,0.00,8.01,38.91,12.23,37.29,13.82,2060.81,2693.23,1.48,-0.37,0.19,105645810,25426190,19.40,842206,7045815,19533606,14.90,18142937,9344282,366032,65161240,374760,0.57,0,0.00,0,0,0.00,59649,5292,59322,12,1,740,0.28,0.47,1.37,0,0,0.00,0.00,0.00,0.00,0.00,0.00,4246.98,2019.49,25.48,0.28,0.00,0.35,15.58,3147.78,4208.91,248.64,435.56,0.00,0.00,4.60,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112691625,10885762,3932160,131072,262144,25800950,542,396,13,0,0,48,0.00,0.00,0.00,0.00,0.00,2.34,0.00,2123.49,1009.74,12.74,0.28
2024-01-01 00:05:00,compute-10,all,10.26,0.06,1.65,0.05,0.00,0.03,0.30,0.54,0.00,87.11,47.16,1778.66,0.00,0.00,4.33,97.57,702.41,0.78,1176.03,0.00,1.59,57.10,38.96,8.97,44.67,22.59,2723.56,3102.11,2.54,-1.33,-1.54,103281938,27790062,21.20,870669,7623538,13884234,10.59,16443785,8567234,483588,65243974,292026,0.45,0,0.00,0,0,0.00,53644,5933,58210,17,3,718,0.11,0.00,0.44,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2705.90,3397.97,18.37,0.21,0.00,0.23,11.41,2421.03,3674.46,258.33,718.70,0.00,0.00,4.96,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110905476,9866271,3932160,131072,262144,28082088,508,453,24,0,0,52,0.00,0.00,0.00,0.00,0.00,1.67,0.00,1352.95,1698.99,9.19,0.21
2024-01-01 00:10:00,compute-10,all,10.89,0.06,3.07,0.92,0.00,0.04,0.29,0.81,0.00,83.93,46.47,3006.28,0.00,0.00,0.00,98.39,634.82,0.49,1625.05,0.00,3.66,27.33,43.44,0.00,43.11,4.87,2017.54,3821.68,-0.27,-1.60,-0.01,100983143,30088857,22.96,485369,8023938,19748544,15.07,18972450,8398647,309018,65536000,0,0.00,0,0.00,0,0,0.00,65582,5060,61871,18,2,709,0.29,0.00,0.86,1,0,0.00,0.00,0.00,0.00,0.00,0.00,2909.91,3745.19,28.33,0.31,0.06,0.11,12.75,3766.06,4328.51,105.97,598.68,0.00,0.00,7.19,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109007081,11383470,3932160,131072,262144,30088857,501,435,25,0,0,48,0.00,0.00,0.00,0.00,0.00,3.84,0.00,1454.95,1872.59,14.17,0.31
2024-01-01 00:15:00,compute-10,all,3.43,0.05,1.31,1.18,0.00,0.06,0.40,1.33,0.00,92.24,51.98,2246.03,0.00,0.00,20.31,117.51,547.67,0.72,1765.01,0.00,1.10,8.29,38.04,20.97,21.86,0.00,1047.38,1456.07,-0.28,-0.70,2.80,103580524,27491476,20.97,782676,7501731,15235663,11.62,23372273,7195511,390133,65536000,0,0.00,0,0.00,0,0,0.00,51582,4937,62010,18,2,672,0.37,0.12,1.05,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2834.39,4208.61,21.96,0.25,0.00,0.01,16.21,4272.73,4177.98,140.11,288.82,0.00,0.00,7.41,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111082255,14023364,3932160,131072,262144,27491476,519,435,16,0,0,49,0.00,0.00,0.00,0.00,0.00,0.15,0.00,1417.19,2104.31,10.98,0.25
2024-01-01 00:20:00,compute-10,all,5.79,0.06,1.37,0.12,0.00,0.04,0.18,0.28,0.00,92.16,68.09,1724.47,0.00,0.00,0.00,66.88,332.79,1.02,1995.47,0.00,1.43,0.00,44.42,21.91,20.51,1.22,1871.37,1051.03,-3.07,-0.35,3.87,104953467,26118533,19.93,835981,6675019,13751658,10.49,26297481,8665107,335525,65536000,0,0.00,0,0.00,0,0,0.00,47244,4537,55766,18,4,833,1.75,0.54,0.79,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3898.57,4874.88,15.67,0.13,0.00,0.02,14.84,4015.81,3700.05,151.86,563.27,0.00,0.00,8.28,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111628486,15778488,3932160,131072,262144,26118533,532,440,21,0,0,44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1949.29,2437.44,7.83,0.13
2024-01-01 00:25:00,compute-10,all,10.85,0.05,0.34,0.00,0.00,0.05,0.28,0.00,0.01,88.44,46.51,2573.30,0.00,0.00,33.60,88.70,104.30,0.31,1639.35,0.00,5.61,0.00,39.44,13.91,17.99,0.00,1804.25,1158.67,0.23,-0.40,4.54,103729577,27342423,20.86,375300,6944681,21961825,16.76,30413561,7566882,483222,65206354,329646,0.50,0,0.00,0,0,0.00,46304,5813,65100,15,1,786,2.02,1.82,1.16,0,0,0.00,0.00,0.00,0.00,0.00,0.00,4005.25,4121.49,29.40,0.14,0.04,0.25,8.99,3042.81,4301.49,162.44,342.08,0.00,0.00,6.99,0.01,0.00,0.01,0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110674258,18248137,3932160,131072,262144,27672069,529,413,25,0,0,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2002.62,2060.74,14.70,0.14
2024-01-01 00:30:00,compute-10,all,11.42,0.01,1.65,1.16,0.00,0.02,0.00,0.00,0.01,85.72,33.81,0.00,0.11,0.00,53.38,79.50,195.99,0.47,1429.27,0.00,4.08,0.00,38.65,7.24,3.03,5.79,1321.35,1536.72,-2.37,0.61,5.32,99698228,31373772,23.94,123173,5795813,31371716,23.93,20594987,5895137,155750,65536000,0,0.00,0,0.00,0,0,0.00,55395,4606,63515,16,4,757,1.66,1.72,2.14,1,0,0.00,0.00,0.00,0.00,0.00,0.00,4319.37,5477.27,32.85,0.14,1.08,0.51,13.59,4983.40,5349.51,109.93,294.23,0.00,0.00,7.17,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105494041,12356992,3932160,131072,262144,31373772,442,424,25,0,0,63,0.00,0.00,0.00,0.00,0.00,0.50,0.00,2159.68,2738.64,16.42,0.14
2024-01-01 00:35:00,compute-10,all,14.14,0.01,2.00,0.94,0.00,0.05,0.21,1.12,0.01,81.52,30.85,691.67,0.16,0.00,0.00,62.15,451.90,0.00,1089.75,0.00,5.18,12.15,40.51,0.69,0.00,23.57,2652.88,692.97,3.91,1.06,4.19,99096611,31975389,24.40,600299,5828504,35787978,27.30,10555879,5272481,48658,65400783,135217,0.21,0,0.00,0,0,0.00,51075,4949,59689,19,3,655,1.79,3.09,2.18,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3543.05,4922.41,30.31,0.18,0.00,0.51,8.79,4121.18,5046.12,98.05,273.82,0.00,0.00,9.14,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104925115,6333527,3932160,131072,262144,32110606,459,340,17,0,0,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1771.52,2461.20,15.16,0.18
2024-01-01 00:40:00,compute-10,all,15.55,0.02,1.52,2.15,0.00,0.05,0.17,0.93,0.02,79.59,41.82,1261.43,0.00,0.00,30.28,121.79,317.74,0.42,1527.16,0.00,3.43,0.00,32.27,35.44,0.75,6.60,2166.18,1244.40,1.66,1.19,3.51,102674510,28397490,21.67,561874,6378042,33241776,25.36,12738047,6166577,84687,64659928,876072,1.34,0,0.00,0,0,0.00,45599,5000,59472,19,4,726,2.81,2.11,1.82,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2730.42,3966.93,34.31,0.54,0.77,0.15,11.90,3406.70,4234.75,167.83,659.71,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109052552,7642828,3932160,131072,262144,29273562,398,345,17,0,0,32,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1365.21,1983.47,17.16,0.54
2024-01-01 00:45:00,compute-10,all,18.77,0.03,0.88,1.53,0.00,0.06,0.16,1.69,0.01,76.85,43.02,259.12,0.34,0.16,43.34,101.56,528.27,0.14,1330.24,4.32,1.19,0.00,30.18,93.13,0.00,21.09,3876.95,1165.70,2.55,1.32,1.44,100404793,30667207,23.40,709705,8338487,34222589,26.11,10394896,5238917,67703,64963546,572454,0.87,0,0.00,0,0,0.00,55870,5408,58812,21,2,701,1.61,1.34,1.66,1,0,0.00,0.00,0.00,0.00,0.00,0.00,1865.80,4635.21,29.02,0.45,0.74,0.19,7.25,3771.56,4410.81,262.82,685.31,0.00,0.00,4.24,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108743280,6236937,3932160,131072,262144,31239661,577,347,12,0,0,53,0.00,0.00,0.00,0.00,0.00,0.04,0.00,932.90,2317.61,14.51,0.45
