DateTime,hostname,CPU,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle,proc/s,cswch/s,pswpin/s,pswpout/s,pgpgin/s,pgpgout/s,fault/s,majflt/s,pgfree/s,pgscank/s,pgscand/s,pgsteal/s,%vmeff,tps,rtps,wtps,bread/s,bwrtn/s,frmpg/s,bufpg/s,campg/s,kbmemfree,kbmemused,%memused,kbbuffers,kbcached,kbcommit,%commit,kbactive,kbinact,kbdirty,kbswpfree,kbswpused,%swpused,kbswpcad,%swpcad,kbhugfree,kbhugused,%hugused,dentunusd,file-nr,inode-nr,pty-nr,runq-sz,plist-sz,ldavg-1,ldavg-5,ldavg-15,blocked,TTY,rcvin/s,xmtin/s,framerr/s,prtyerr/s,brk/s,ovrun/s,rd_sec/s,wr_sec/s,avgrq-sz,avgqu-sz,await,svctm,%util,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,rxerr/s,txerr/s,coll/s,rxdrop/s,txdrop/s,txcarr/s,rxfram/s,rxfifo/s,txfifo/s,call/s,retrans/s,read/s,write/s,access/s,getatt/s,scall/s,badcall/s,packet/s,udp/s,tcp/s,hit/s,miss/s,sread/s,swrite/s,saccess/s,sgetatt/s,kbavail,kbanonpg,kbslab,kbkstack,kbpgtbl,kbvmused,totsck,tcpsck,udpsck,rawsck,ip-frag,tcp-tw,total/s,dropd/s,squeezd/s,rx_rps/s,flw_lim/s,%ifutil,txmtin/s,rkB/s,wkB/s,areq-sz,aqu-sz
2024-01-01 00:00:00,ceph-02,all,9.81,0.01,2.78,3.42,0.05,0.00,0.94,0.00,0.00,82.99,49.48,3141.60,0.00,0.00,1425.83,3655.66,423.39,0.42,0.00,13.42,0.00,8.66,88.48,458.81,76.62,131.19,53674.76,64054.34,3.32,1.07,1.50,194259503,67884497,25.90,4226392,41702604,183500800,70.00,91750400,39321600,5242605,129761280,1310720,1.00,0,0.00,0,0,0.00,54296,4230,57857,24,1,659,3.09,5.08,2.71,2,0,0.00,0.00,0.00,0.00,0.00,0.00,42496.81,66953.86,83.56,2.24,13.47,0.78,39.00,9677.95,12939.51,4282.54,13162.07,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235962107,55050240,7864320,262144,524288,69195217,484,433,35,0,0,57,0.00,0.00,0.00,0.00,0.00,19.87,0.00,21248.41,33476.93,41.78,2.24
2024-01-01 00:05:00,ceph-02,all,9.41,0.01,2.47,4.08,0.14,0.00,0.40,0.00,0.00,83.49,52.45,1270.87,0.00,0.16,1599.85,3651.08,279.33,0.00,0.00,0.00,0.00,0.00,87.89,515.52,106.78,103.34,76600.44,88877.14,-5.37,0.42,-2.76,193237568,68906432,26.29,4684921,45721680,183500800,70.00,91750400,39321600,4012439,129761280,1310720,1.00,0,0.00,0,0,0.00,50321,4905,61495,19,3,679,7.36,3.51,2.09,0,0,0.00,0.00,0.00,0.00,0.00,0.00,43246.92,90204.44,66.91,2.36,16.14,0.78,36.97,9333.27,20148.39,6930.56,15204.98,0.00,0.00,10.26,0.00,0.01,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238959248,55050240,7864320,262144,524288,70217152,502,400,13,0,0,46,0.00,0.00,0.00,0.00,0.00,26.83,0.00,21623.46,45102.22,33.46,2.36
2024-01-01 00:10:00,ceph-02,all,10.14,0.02,2.95,2.76,0.10,0.00,0.78,0.00,0.00,83.26,35.06,3196.40,0.54,0.00,702.65,3912.55,242.23,1.59,0.00,3.89,5.03,74.82,98.98,424.97,120.48,123.57,55273.69,72451.16,-1.26,2.96,-1.33,196956481,65187519,24.87,4910211,44404334,183500800,70.00,91750400,39321600,920891,129761280,1310720,1.00,0,0.00,0,0,0.00,48533,4758,64009,14,4,729,2.89,3.36,3.53,1,0,0.00,0.00,0.00,0.00,0.00,0.00,70381.67,58077.48,77.57,2.07,16.82,0.62,43.57,6937.52,12611.01,10954.53,19162.52,0.00,0.00,3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241360815,55050240,7864320,262144,524288,66498239,536,420,18,0,0,63,0.00,0.00,0.00,0.00,0.00,10.33,0.00,35190.84,29038.74,38.79,2.07
2024-01-01 00:15:00,ceph-02,all,9.37,0.01,0.00,5.22,0.16,0.00,0.49,0.00,0.00,84.75,22.27,3466.36,0.00,1.64,293.22,4990.85,82.69,1.47,0.00,0.00,0.00,0.00,96.36,546.95,210.29,102.02,71035.65,98849.86,1.07,-3.03,-2.60,193886728,68257272,26.04,4204656,42780926,183500800,70.00,91750400,39321600,2006645,129761280,1310720,1.00,0,0.00,0,0,0.00,50812,6276,56626,22,3,678,2.89,3.85,2.65,1,0,0.00,0.00,0.00,0.00,0.00,0.00,73872.00,92924.76,78.74,1.35,15.49,0.86,47.98,12618.91,13004.06,10743.52,22981.59,0.00,0.00,4.93,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236667654,55050240,7864320,262144,524288,69567992,492,394,22,0,0,36,0.00,0.00,0.00,0.00,0.00,6.65,0.00,36936.00,46462.38,39.37,1.35
2024-01-01 00:20:00,ceph-02,all,10.39,0.01,0.70,5.35,0.13,0.00,0.96,0.00,0.00,82.46,12.25,1606.43,0.00,0.32,690.27,6033.01,127.12,0.66,0.00,0.00,3.13,9.14,87.25,434.15,291.20,0.00,52236.57,57259.59,3.25,-0.59,1.65,201315853,60828147,23.20,5682766,53751244,183500800,70.00,91750400,39321600,3551415,129761280,1310720,1.00,0,0.00,0,0,0.00,47720,5833,60135,22,2,658,3.69,4.87,3.26,0,0,0.00,0.00,0.00,0.00,0.00,0.00,53562.84,94838.23,63.53,0.29,13.25,0.68,38.91,11207.44,11915.00,13663.77,18324.12,0.00,0.00,3.06,0.01,0.00,0.02,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255067097,55050240,7864320,262144,524288,62138867,400,357,13,0,0,63,0.00,0.00,0.00,0.00,0.00,13.63,0.00,26781.42,47419.12,31.76,0.29
2024-01-01 00:25:00,ceph-02,all,13.96,0.00,2.20,5.45,0.14,0.00,1.29,0.00,0.00,76.97,13.32,1137.21,0.45,0.86,635.45,4888.10,386.38,1.39,0.00,22.34,0.00,61.61,92.04,238.86,266.62,109.91,24128.86,62612.73,3.57,1.72,3.00,191375421,70768579,27.00,4274148,47567205,183500800,70.00,91750400,39321600,3027417,129761280,1310720,1.00,0,0.00,0,0,0.00,41892,3748,58586,16,2,718,0.00,2.75,2.24,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50386.31,87018.83,53.48,1.26,2.31,0.63,4.77,11715.89,6345.43,11171.30,28503.50,0.00,0.00,5.29,0.00,0.01,0.02,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238942626,55050240,7864320,262144,524288,72079299,471,332,13,0,0,74,0.00,0.00,0.00,0.00,0.00,19.84,0.00,25193.15,43509.41,26.74,1.26
2024-01-01 00:30:00,ceph-02,all,7.26,0.00,1.32,5.75,0.10,0.00,1.57,0.00,0.00,83.99,16.06,1050.91,0.00,0.02,2114.80,4265.25,400.47,0.00,0.00,72.29,3.83,51.26,86.07,283.57,278.21,28.66,58006.53,8743.31,-4.77,2.91,-0.20,204013315,58130685,22.18,7101393,44048479,183500800,70.00,91750400,39321600,6495154,129761280,1310720,1.00,0,0.00,0,0,0.00,51383,4247,59369,26,4,697,1.72,3.97,2.64,0,0,0.00,0.00,0.00,0.00,0.00,0.00,41952.92,35536.61,55.81,1.80,6.73,0.80,23.58,14162.21,15947.37,6143.22,17155.84,0.00,0.00,11.62,0.02,0.00,0.01,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248061794,55050240,7864320,262144,524288,59441405,490,382,18,0,0,40,0.00,0.00,0.00,0.00,0.00,25.66,0.00,20976.46,17768.31,27.91,1.80
2024-01-01 00:35:00,ceph-02,all,7.74,0.00,3.93,5.67,0.15,0.00,1.08,0.00,0.00,81.43,50.07,3555.54,0.00,0.51,542.70,1447.89,248.70,0.56,0.00,29.53,0.00,103.17,92.90,354.91,74.30,0.00,37012.47,12186.04,10.65,-1.27,6.05,187277168,74866832,28.56,5982610,51660965,183500800,70.00,91750400,39321600,6115638,129761280,1310720,1.00,0,0.00,0,0,0.00,55514,5926,59920,16,3,682,6.16,3.19,1.34,1,0,0.00,0.00,0.00,0.00,0.00,0.00,47949.36,13927.16,59.49,2.49,6.89,0.74,18.24,11950.74,11954.24,17459.96,14499.07,0.00,0.00,3.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238938133,55050240,7864320,262144,524288,76177552,544,395,18,0,0,12,0.00,0.00,0.00,0.00,0.00,26.05,0.00,23974.68,6963.58,29.74,2.49
2024-01-01 00:40:00,ceph-02,all,7.19,0.00,2.53,5.74,0.24,0.00,0.79,0.00,0.00,83.51,44.95,2364.81,0.40,0.00,146.40,3936.09,120.38,0.94,0.00,0.00,0.00,4.57,91.22,0.00,148.79,0.00,51418.75,46719.42,-3.90,-0.19,2.74,188317714,73826286,28.16,3368706,33905008,183500800,70.00,91750400,39321600,4318430,129761280,1310720,1.00,0,0.00,0,0,0.00,51326,5255,61055,21,1,733,4.91,3.53,1.81,0,0,0.00,0.00,0.00,0.00,0.00,0.00,56529.70,35661.62,45.86,2.14,6.07,0.67,16.74,10688.14,16188.73,13882.80,13158.82,0.00,0.00,1.46,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222222722,55050240,7864320,262144,524288,75137006,425,448,20,0,0,75,0.00,0.00,0.00,0.00,0.00,26.69,0.00,28264.85,17830.81,22.93,2.14
2024-01-01 00:45:00,ceph-02,all,8.28,0.01,3.79,7.73,0.24,0.00,1.21,0.00,0.00,78.75,63.96,2202.42,0.00,0.00,84.51,2140.54,246.87,0.37,0.00,0.00,1.54,0.00,82.90,71.10,233.34,0.00,45281.40,51330.26,8.84,0.94,1.97,186954650,75189350,28.68,993030,39670347,183500800,70.00,91750400,39321600,3160652,129761280,1310720,1.00,0,0.00,0,0,0.00,54850,4800,60046,15,0,701,5.55,3.34,1.90,0,0,0.00,0.00,0.00,0.00,0.00,0.00,77228.51,0.00,31.23,1.62,11.17,0.62,29.95,13880.09,16632.77,8354.81,14764.33,0.00,0.00,3.72,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226624997,55050240,7864320,262144,524288,76500070,562,397,14,0,0,58,0.00,0.00,0.00,0.00,0.00,20.19,0.00,38614.26,0.00,15.62,1.62
